date,voll_mean,voll_min,voll_max,obs_count,indexed_vocl,base_vocl_usd_per_mwh,inception_date,series,provider,gpu_family,instance_token,region,region_priority,price_file
2024-02-27,1075.2497804128236,1004.2270531400965,1237.2913921826962,12,1.0054713768704922,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-28,1094.1967989069437,1007.8776899429072,1233.0368906455863,9,1.0231888273828367,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-29,1090.6134927874057,1010.1559068950372,1227.849143610013,13,1.0198380601440125,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-01,1102.6112575025618,1015.014273166447,1235.4523495827843,9,1.0310572291475948,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-02,1130.0093324549846,1018.3629776021079,1257.5757575757573,12,1.056677304266733,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-03,1113.5155906895036,1022.6723759332453,1268.7198067632849,10,1.0412539249321962,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-09,1178.548391523935,1075.4556433904258,1312.2529644268773,8,1.1020664179806814,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-10,1166.4623286000096,1076.5535792709704,1317.1662274923144,9,1.0907646808862577,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-11,1201.516149638679,1088.109354413702,1323.1225296442688,11,1.1235436819577955,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-12,1218.2971014492753,1101.0924462011417,1332.4549846288976,13,1.139235632823128,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-13,1216.2954798824362,1111.4953886693017,1341.8423364075536,13,1.1373639066163943,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-14,1237.0937637241982,1121.8159859464206,1347.1398770311812,10,1.1568124844927747,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-15,1209.3214756258233,1134.11286780852,1350.1592007026786,9,1.1308424808138193,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-16,1240.770476504172,1147.0136144049186,1360.973869126043,12,1.160250596760808,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-17,1240.0691699604743,1155.6324110671935,1365.4205094422484,10,1.1595948015502948,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-18,1255.290678524374,1166.556873078612,1370.059288537549,12,1.173828509338558,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-19,1243.0912384716733,1178.6341677646024,1372.1728151075977,10,1.1624207527314108,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-20,1261.862282242717,1183.574879227053,1377.2782169521297,12,1.1799736484116325,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-21,1292.2156346069387,1192.7975406236274,1386.7479139218267,11,1.208357218025171,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-22,1264.3372127067778,1202.2672375933244,1391.359244620114,12,1.1822879681043112,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-23,1282.1750109793586,1213.0270092226613,1397.4527887571362,10,1.1989681813126172,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-24,1276.3449714536669,1229.0294246815984,1401.5700483091787,10,1.1935164825762956,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-25,1285.551163812033,1240.1460254721121,1418.6429512516468,10,1.2021252384904304,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-26,1313.2178811526635,1247.063021519543,1435.7158541941149,13,1.2279965224327438,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-27,1328.2530925193967,1255.1877470355728,1451.3339920948613,12,1.242056022792413,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-28,1356.8067033976122,1263.092885375494,1468.9009661835746,11,1.2687566452592418,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-29,1343.0521772913075,1268.774703557312,1486.2758014931924,13,1.2558947200077923,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-30,1349.2287000439171,1276.405357927097,1500.6038647342991,10,1.261670416919773,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-03-31,1340.2899770653391,1282.0048309178742,1508.948177426438,9,1.2533117729428507,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-01,1368.0281071585416,1287.0553359683793,1537.851339481774,13,1.2792498353025727,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-02,1394.5806883059847,1293.917435221783,1549.2149758454104,11,1.304079284991495,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-03,1391.3392821495586,1299.681598594642,1562.692138779095,11,1.301048230095723,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-04,1405.2903618121009,1302.8381642512077,1578.4749670619235,13,1.3140939535477572,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-05,1440.1707290294244,1307.6965305226172,1591.4031620553355,10,1.346710757094823,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-06,1429.8876445615576,1315.9584980237153,1601.7237593324548,12,1.3370949940537815,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-07,1435.7817303469476,1325.8399209486165,1615.228370663153,10,1.3426065827636657,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-08,1443.9703357687545,1334.2665788317959,1636.665568730786,11,1.350263788110829,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-09,1460.6335090030739,1341.9795783926218,1662.8238910847604,10,1.365845603648155,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-10,1502.6175789515707,1348.4848484848483,1684.0689503732979,11,1.4051051146815214,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-11,1477.7988215488213,1354.5234958278436,1699.934123847167,12,1.3818969721340508,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-12,1534.1648086213302,1365.255819060167,1716.8148880105398,13,1.434605084856195,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-13,1520.436387284213,1372.3649538866928,1737.8403601229684,13,1.4217675703032604,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-14,1547.849418093983,1378.4036012296879,1759.716732542819,12,1.4474016307184232,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-15,1533.0890425999119,1392.1826965305224,1765.8926218708825,10,1.4335991307398124,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-16,1564.536171996646,1399.2094861660078,1778.244400527009,11,1.4630054966551063,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-17,1575.1491362904405,1417.8743961352657,1786.8357487922704,12,1.47292973194959,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-18,1596.993485580442,1433.5199824330257,1795.5094422485724,12,1.4933564907897778,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-19,1558.3735909822865,1442.028985507246,1804.5399648660516,9,1.4572428367313766,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-20,1612.5384277558187,1458.0588493631972,1812.4999999999998,13,1.5078926429445332,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-21,1619.3655926857502,1480.2371541501975,1822.7657004830915,11,1.5142767585679604,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-04-22,1642.2540623627578,1497.0904699165567,1826.3065436978477,10,1.5356798795355961,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
